Title,Link,Snippet,Date Published,Keyword,Country,Date From,Date To,cosine_similarity,total_sum
Fake news detection for the Russian language,https://aclanthology.org/2020.rdsm-1.5.pdf,"Dec 4, 2020 ... Moreover, fake news detection in Russian becomes more actual due to the appearance of new laws in the Russian legal system. For example, since 2020 the Russian ...",,misinformation,China,4/12/20,5/12/20,0.32950202,841
Understanding How Readers Determine the Legitimacy of Online ...,https://www.colorado.edu/faculty/lehmantamara/sites/default/files/attached-files/crv-asonam-2020_paper_150.pdf,"Dec 7, 2020 ... Abstract—Internet users are routinely exposed to fake news in their social media feeds. The main goal of this paper is to identify.",,misinformation,China,6/12/20,7/12/20,0.39552557,842
Understanding How Readers Determine the Legitimacy of Online ...,https://www.colorado.edu/faculty/lehmantamara/sites/default/files/attached-files/crv-asonam-2020_paper_150.pdf,"Dec 7, 2020 ... Abstract—Internet users are routinely exposed to fake news in their social media feeds. The main goal of this paper is to identify.",,misinformation,China,7/12/20,8/12/20,0.39552557,843
COVID-19 Effects and Russian Disinformation Campaigns,https://www.uw.edu.pl/wp-content/uploads/2020/12/hsaj_covid192020_covid19effectsrussiandisinformationcampaigns.pdf,"Dec 9, 2020 ... Russia seeks to undermine the legitimacy of democratic institutions in Europe and attack the North Atlantic Treaty Organization (NATO). According to diplomatic ...",,misinformation,China,8/12/20,9/12/20,0.400646,844
COVID-19 Effects and Russian Disinformation Campaigns,https://www.uw.edu.pl/wp-content/uploads/2020/12/hsaj_covid192020_covid19effectsrussiandisinformationcampaigns.pdf,"Dec 9, 2020 ... Russia seeks to undermine the legitimacy of democratic institutions in Europe and attack the North Atlantic Treaty Organization (NATO). According to diplomatic ...",,misinformation,China,9/12/20,10/12/20,0.400646,845
WHISTLEBLOWING:,https://www.unpri.org/download?ac=12194,"Dec 10, 2020 ... Effective whistleblowing mechanisms can be a valuable resource for risk management, protecting companies from financial loss, legal liabilities and lasting ...",,misinformation,China,10/12/20,11/12/20,0.35217983,846
Detection and Resolution of Rumors and Misinformation with NLP,https://aclanthology.org/2020.coling-tutorials.4.pdf,"Dec 12, 2020 ... Leon has taught full university courses in the UK, USA, Denmark, Russia, and. China. ld@itu.dk www.derczynski.com. Arkaitz Zubiaga is an assistant professor at ...",,misinformation,China,12/12/20,13/12/20,0.54152894,847
"POLICY BRIEF VOLUME 1 NUMBER 1, 2020 BETWEEN CONFLICT ...",https://www.ub.bw/sites/default/files/2020-12/UBALF-Policy-Briefs-Vol-1-No-1-2020.pdf,"Dec 12, 2020 ... ... China Rivalry as. Beijing Refuses to Join Treaty Talks,” South China Morning Post, June 11, 2020, https://www.scmp.com/news/china/diplomacy/article/3088476 ...",,misinformation,China,12/12/20,13/12/20,0.37209195,848
Cyber Attacks and Cyber (Mis)information Operations During a ...,https://jnslp.com/wp-content/uploads/2020/12/Cyber-Attacks-and-Cyber-Misinformation-Operations-During-a-Pandemic_2.pdf,"Dec 14, 2020 ... Betsy Woodruff Swan, Russian, Chinese and Iranian Disinformation Narratives Echo One ... coronavirus”: China ... In sum, state agents have a negative duty under ...",,misinformation,China,14/12/20,15/12/20,0.37681845,849
Bribery & Corruption,https://www.lw.com/en/insights/2020/12/global-legal-insights-bribery-corruption-8th-edition-china,"Dec 15, 2020 ... China has had strong anti-corruption laws for many years. On 1 January 1980, the Criminal. Law of the People's Republic of China (the “PRC Criminal Law”), ...",,misinformation,China,14/12/20,15/12/20,0.31882063,850
Misrepresentation of contraceptive effectiveness rates for fertility ...,https://espace.library.uq.edu.au/view/UQ:f5ad48b/UQf5ad48b_OA.pdf,"Dec 14, 2020 ... Evaluation of the. Effectiveness of a Natural Fertility Regulation Programme in China. Bulletin of the Ovulation Method Research and Reference Centre of ...",,misinformation,China,14/12/20,15/12/20,0.39911625,851
Bribery & Corruption,https://www.lw.com/en/insights/2020/12/global-legal-insights-bribery-corruption-8th-edition-china,"Dec 15, 2020 ... China has had strong anti-corruption laws for many years. On 1 January 1980, the Criminal. Law of the People's Republic of China (the “PRC Criminal Law”), ...",,misinformation,China,15/12/20,16/12/20,0.31882063,852
AN ANALYSIS OF THE ACADEMIC LITERATURE ON FAKE NEWS ...,https://ir.uitm.edu.my/40179/1/40179.pdf,"Dec 15, 2020 ... Keywords: Covid-19, Fake news, Infodemic, Misinformation, Rumours. 1. Introduction ... Regulation of COVID-19 fake news infodemic in China and India. Media.",,misinformation,China,15/12/20,16/12/20,0.39484644,853
The impact of disinformation on democratic processes and human ...,https://www.europarl.europa.eu/RegData/etudes/STUD/2021/653635/EXPO_STU(2021)653635_EN.pdf,"Dec 17, 2020 ... Effective responses to disinformation are needed at multiple levels, including formal laws and regulations, corporate measures and civil society action. While ...",,misinformation,China,16/12/20,17/12/20,0.5206492,854
CHINA'S DISINFORMATION STRATEGY,https://www.atlanticcouncil.org/wp-content/uploads/2020/12/CHINA-ASI-Report-FINAL-1.pdf,"Dec 17, 2020 ... China's history of being colonized and losing control of its own territory—as happened in the era of Treaty Ports run by European powers and the later.",,misinformation,China,16/12/20,17/12/20,0.58245325,855
The impact of disinformation on democratic processes and human ...,https://www.europarl.europa.eu/RegData/etudes/STUD/2021/653635/EXPO_STU(2021)653635_EN.pdf,"Dec 17, 2020 ... Effective responses to disinformation are needed at multiple levels, including formal laws and regulations, corporate measures and civil society action. While ...",,misinformation,China,17/12/20,18/12/20,0.5206492,856
CHINA'S DISINFORMATION STRATEGY,https://www.atlanticcouncil.org/wp-content/uploads/2020/12/CHINA-ASI-Report-FINAL-1.pdf,"Dec 17, 2020 ... China's history of being colonized and losing control of its own territory—as happened in the era of Treaty Ports run by European powers and the later.",,misinformation,China,17/12/20,18/12/20,0.58245325,857
Climate Change Disinformation and Polarization in Canadian Society,https://www.naadsn.ca/wp-content/uploads/2020/12/20-dec-Bellamy-Disinformation.pdf,"Dec 18, 2020 ... and the terms disinformation, misinformation, false information and fake news ... regulation would be expensive and difficult to ... China and its Arctic ...",,misinformation,China,17/12/20,18/12/20,0.3006312,858
Climate Change Disinformation and Polarization in Canadian Society,https://www.naadsn.ca/wp-content/uploads/2020/12/20-dec-Bellamy-Disinformation.pdf,"Dec 18, 2020 ... and the terms disinformation, misinformation, false information and fake news ... regulation would be expensive and difficult to ... China and its Arctic ...",,misinformation,China,18/12/20,19/12/20,0.3006312,859
Social Media COVID-19 Misinformation Interventions Viewed ...,https://www.ftc.gov/system/files/documents/public_events/1582978/social_media_covid-19_misinformation_interventions_viewed_positively_but_have_limited_impact.pdf,"Dec 21, 2020 ... misinformation that has arisen [9]. To investigate the ... the virus will kill 65 million people D China built ... will be a mass quarantine and martial law in a ...",,misinformation,China,20/12/20,21/12/20,0.5346605,860
MONOPOLIES: A THREAT TO CONSUMERS OR A POLITICAL PLOY,https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID3752950_code4280324.pdf?abstractid=3752950&mirid=1,"Dec 21, 2020 ... for questionable privacy practices, disseminating harmful content and misinformation ... Changes to China's regulation of anticompetitive behaviors are emerging ...",,misinformation,China,20/12/20,21/12/20,0.36475664,861
Restructuring Information Warfare in the United States: Shaping the ...,https://www.airuniversity.af.edu/Portals/10/ASPJ/journals/Volume-34_Issue-4/F-Eastin_Franck.pdf?source=GovD,"Dec 21, 2020 ... creating misinformation. The PRC suppressed ... that the virus originated from China, let alone 'made in China'”25 South Africa is ... legal limita- tions leave ...",,misinformation,China,21/12/20,22/12/20,0.42585734,862
Social Media COVID-19 Misinformation Interventions Viewed ...,https://www.ftc.gov/system/files/documents/public_events/1582978/social_media_covid-19_misinformation_interventions_viewed_positively_but_have_limited_impact.pdf,"Dec 21, 2020 ... misinformation that has arisen [9]. To investigate the ... the virus will kill 65 million people D China built ... will be a mass quarantine and martial law in a ...",,misinformation,China,21/12/20,22/12/20,0.5346605,863
1 Understanding Covid-19 misinformation and vaccine hesitancy in ...,https://www.medrxiv.org/content/10.1101/2020.12.22.20248259v1.full.pdf,"Dec 26, 2020 ... Heightened levels of confusion, distress and mistrust are related to a lower proclivity towards Covid-19 vaccine uptake. As is often found with the inverse law ...",,misinformation,China,25/12/20,26/12/20,0.39265785,864
"""Because It is Wrong"": An Essay on the Immorality and Illegality of ...",https://scholarlycommons.law.case.edu/cgi/viewcontent.cgi?article=1127&context=jolti,"Dec 27, 2020 ... of misinformation has led to mass violence and killing as mentioned below. ... them, and made enforcing these agreements the law of California, except where the.",,misinformation,China,26/12/20,27/12/20,0.3463949,865
1 Understanding Covid-19 misinformation and vaccine hesitancy in ...,https://www.medrxiv.org/content/10.1101/2020.12.22.20248259v1.full.pdf,"Dec 26, 2020 ... Heightened levels of confusion, distress and mistrust are related to a lower proclivity towards Covid-19 vaccine uptake. As is often found with the inverse law ...",,misinformation,China,26/12/20,27/12/20,0.39265785,866
"""Because It is Wrong"": An Essay on the Immorality and Illegality of ...",https://scholarlycommons.law.case.edu/cgi/viewcontent.cgi?article=1127&context=jolti,"Dec 27, 2020 ... of misinformation has led to mass violence and killing as mentioned below. ... them, and made enforcing these agreements the law of California, except where the.",,misinformation,China,27/12/20,28/12/20,0.3463949,867
Advanced Machine Learning Techniques for Fake News (Online ...,https://arxiv.org/pdf/2101.01142,"Dec 28, 2020 ... ... misinformation sources are pointed out. ... collaboration in the regulation of fake news and disinformation. ... Tan, Casia image tampering detection evaluation ...",,misinformation,China,27/12/20,28/12/20,0.34758082,868
Advanced Machine Learning Techniques for Fake News (Online ...,https://arxiv.org/pdf/2101.01142,"Dec 28, 2020 ... ... misinformation sources are pointed out. ... collaboration in the regulation of fake news and disinformation. ... Tan, Casia image tampering detection evaluation ...",,misinformation,China,28/12/20,29/12/20,0.34758082,869
WEIGHING EVIDENCE,https://irb.gc.ca/en/legal-policy/legal-concepts/Documents/Evid%20Full_e-2020-FINAL.pdf,"Dec 31, 2020 ... was obtained in China, was not undertaken in compliance with Canadian law and therefore was not considered a valid divorce in Canada. Therefore, the ...",,misinformation,China,30/12/20,31/12/20,0.30430612,870
WEIGHING EVIDENCE,https://irb.gc.ca/en/legal-policy/legal-concepts/Documents/Evid%20Full_e-2020-FINAL.pdf,"Dec 31, 2020 ... was obtained in China, was not undertaken in compliance with Canadian law and therefore was not considered a valid divorce in Canada. Therefore, the ...",,misinformation,China,31/12/20,1/1/21,0.30430612,871
"Reconsidering Regime Type and Growth: Lies, Dictatorships, and ...",https://www.jstor.org/stable/43868268,"Jan 3, 2021 ... score as China (polity = - 7), but ... of Law, Economics, and Organization 19(2): 445-490. ... (2012) There are lies and damned lies; then there's. China GDP data!",,misinformation,China,3/1/21,4/1/21,0.3350867,872
Automatic detection of influential actors in disinformation networks,https://www.pnas.org/doi/pdf/10.1073/pnas.2011216118,"Jan 7, 2021 ... Rubin, Causal Inference for Statistics, Social, and Biomedical. Sciences (Cambridge University Press, 2015). 25. L. Dearden, Emmanuel Macron launches legal ...",,misinformation,China,6/1/21,7/1/21,0.3710258,873
Automatic detection of influential actors in disinformation networks,https://www.pnas.org/doi/pdf/10.1073/pnas.2011216118,"Jan 7, 2021 ... Rubin, Causal Inference for Statistics, Social, and Biomedical. Sciences (Cambridge University Press, 2015). 25. L. Dearden, Emmanuel Macron launches legal ...",,misinformation,China,7/1/21,8/1/21,0.3710258,874
Industrialized Disinformation - 2020 Global Inventory of Organized ...,https://demtech.oii.ox.ac.uk/wp-content/uploads/sites/12/2021/01/CyberTroop-Report-2020-v.2.pdf,"Jan 14, 2021 ... professionalized, industrialized misinformation ... Her research focuses on China's use of state-sponsored digital disinformation. ... over censorship law.",,misinformation,China,14/1/21,15/1/21,0.36996418,875
